time_sec,value
0,-1
0.127029,-1
0.254058,-1
0.381087,-1
0.508116,-1
0.635145,-1
0.762174,-1
0.889203,-1
1.016231,-1
1.14326,-1
1.270289,-1
1.397318,-1
1.524347,-1
1.651376,-1
1.778405,-1
1.905434,-1
2.032463,-1
2.159492,-1
2.286521,-1
2.41355,-1
2.540579,-1
2.667608,-1
2.794637,-1
2.921665,-1
3.048694,-1
3.175723,-1
3.302752,-1
3.429781,-1
3.55681,-1
3.683839,-1
3.810868,-1
3.937897,-1
4.064926,-1
4.191955,133.677178
4.318984,133.677178
4.446013,135.815072
4.573042,135.815072
4.700071,135.815072
4.8271,135.815072
4.954128,135.815072
5.081157,135.815072
5.208186,135.815072
5.335215,135.815072
5.462244,135.815072
5.589273,135.815072
5.716302,132.82202
5.843331,132.82202
5.97036,132.82202
6.097389,132.82202
6.224418,132.82202
6.351447,132.82202
6.478476,132.82202
6.605505,132.82202
6.732534,132.82202
6.859562,132.82202
6.986591,132.82202
7.11362,132.82202
7.240649,-1
7.367678,-1
7.494707,131.795831
7.621736,131.795831
7.748765,131.795831
7.875794,131.795831
8.002823,131.795831
8.129852,131.795831
8.256881,133.933725
8.38391,133.933725
8.510939,133.933725
8.637968,133.933725
8.764996,133.933725
8.892025,133.933725
9.019054,133.933725
9.146083,133.933725
9.273112,-1
9.400141,-1
9.52717,134.104757
9.654199,134.104757
9.781228,134.104757
9.908257,134.104757
10.035286,134.104757
10.162315,134.104757
10.289344,134.104757
10.416373,134.104757
10.543402,-1
10.67043,-1
10.797459,-1
10.924488,-1
11.051517,-1
11.178546,-1
11.305575,-1
11.432604,-1
11.559633,129.144842
11.686662,129.144842
11.813691,129.144842
11.94072,129.144842
12.067749,129.144842
12.194778,129.144842
12.321807,129.144842
12.448836,129.144842
12.575865,129.059327
12.702893,129.016569
12.829922,129.016569
12.956951,129.016569
13.08398,131.496526
13.211009,131.539284
13.338038,131.539284
13.465067,131.539284
13.592096,131.539284
13.719125,131.539284
13.846154,131.539284
13.973183,131.539284
14.100212,-1
14.227241,-1
14.35427,134.104757
14.481299,134.104757
14.608327,134.104757
14.735356,134.104757
14.862385,134.104757
14.989414,134.104757
15.116443,134.104757
15.243472,134.104757
15.370501,134.104757
15.49753,134.104757
15.624559,134.104757
15.751588,134.104757
15.878617,133.84821
16.005646,133.84821
16.132675,-1
16.259704,-1
16.386733,-1
16.513761,-1
16.64079,-1
16.767819,-1
16.894848,-1
17.021877,-1
17.148906,127.733832
17.275935,127.733832
17.402964,127.733832
17.529993,127.733832
17.657022,128.931053
17.784051,128.931053
17.91108,128.931053
18.038109,128.931053
18.165138,128.931053
18.292167,128.931053
18.419195,128.931053
18.546224,128.931053
18.673253,-1
18.800282,-1
18.927311,-1
19.05434,-1
19.181369,-1
19.308398,-1
19.435427,-1
19.562456,-1
19.689485,-1
19.816514,-1
19.943543,-1
20.070572,-1
20.197601,-1
20.324629,-1
20.451658,131.154463
20.578687,131.154463
20.705716,131.239979
20.832745,131.239979
20.959774,131.239979
21.086803,131.239979
21.213832,131.239979
21.340861,131.239979
21.46789,131.239979
21.594919,131.239979
21.721948,131.026189
21.848977,130.983431
21.976006,130.983431
22.103035,130.983431
22.230064,130.983431
22.357092,130.983431
22.484121,130.940673
22.61115,130.897916
22.738179,129.1876
22.865208,129.1876
22.992237,129.1876
23.119266,129.1876
23.246295,129.1876
23.373324,129.1876
23.500353,129.1876
23.627382,129.1876
23.754411,129.059327
23.88144,129.016569
24.008469,133.03581
24.135498,133.03581
24.262526,133.03581
24.389555,133.03581
24.516584,133.03581
24.643613,133.03581
24.770642,133.03581
24.897671,133.03581
25.0247,133.03581
25.151729,133.03581
25.278758,133.03581
25.405787,133.03581
25.532816,137.824693
25.659845,137.824693
25.786874,138.08124
25.913903,138.08124
26.040932,138.08124
26.16796,138.08124
26.294989,138.08124
26.422018,138.08124
26.549047,138.08124
26.676076,138.08124
26.803105,138.08124
26.930134,138.08124
27.057163,138.08124
27.184192,138.08124
27.311221,138.08124
27.43825,138.08124
27.565279,129.016569
27.692308,-1
27.819337,-1
27.946366,-1
28.073394,-1
28.200423,-1
28.327452,-1
28.454481,-1
28.58151,-1
28.708539,-1
28.835568,-1
28.962597,-1
29.089626,-1
30.99506,-1
31.122089,-1
31.249118,-1
31.376147,-1
31.503176,-1
31.630205,-1
31.757234,-1
31.884263,-1
32.011291,-1
32.13832,-1
32.265349,-1
32.392378,-1
32.519407,-1
32.646436,-1
32.773465,-1
32.900494,-1
33.027523,-1
33.154552,-1
33.281581,-1
33.40861,-1
33.535639,-1
33.662668,-1
33.789697,-1
33.916725,-1
34.043754,-1
34.170783,-1
34.297812,-1
34.424841,-1
34.55187,-1
34.678899,-1
34.805928,-1
34.932957,-1
35.059986,-1
35.187015,-1
35.314044,-1
35.441073,-1
35.568102,-1
35.695131,-1
35.822159,-1
35.949188,-1
36.076217,-1
36.203246,-1
36.330275,-1
36.457304,-1
36.584333,-1
36.711362,-1
36.838391,-1
36.96542,-1
37.092449,-1
37.219478,-1
37.346507,-1
37.473536,-1
37.600565,-1
37.727594,-1
37.854622,-1
37.981651,-1
38.10868,-1
38.235709,-1
38.362738,-1
38.489767,-1
38.616796,-1
38.743825,-1
38.870854,-1
38.997883,-1
39.124912,-1
39.251941,-1
39.37897,-1
39.505999,-1
39.633028,-1
39.760056,-1
39.887085,-1
40.014114,-1
40.141143,-1
40.268172,-1
40.395201,-1
40.52223,-1
40.649259,-1
40.776288,-1
40.903317,-1
41.030346,-1
41.157375,-1
41.284404,-1
41.411433,-1
41.538462,-1
41.66549,-1
41.792519,-1
41.919548,-1
42.046577,-1
42.173606,-1
42.300635,-1
42.427664,-1
42.554693,-1
42.681722,-1
42.808751,-1
42.93578,-1
43.062809,-1
43.189838,-1
43.316867,-1
43.443896,-1
43.570924,-1
43.697953,-1
43.824982,-1
43.952011,-1
44.07904,-1
44.206069,-1
44.333098,-1
44.460127,-1
44.587156,-1
44.714185,-1
44.841214,-1
44.968243,-1
45.095272,-1
45.222301,-1
45.34933,-1
45.476359,-1
45.603387,-1
45.730416,-1
45.857445,-1
45.984474,-1
46.111503,-1
46.238532,-1
46.365561,-1
46.49259,-1
46.619619,-1
46.746648,-1
46.873677,-1
47.000706,-1
47.127735,-1
47.254764,-1
47.381793,-1
47.508821,-1
47.63585,-1
47.762879,-1
47.889908,-1
48.016937,-1
48.143966,-1
48.270995,-1
48.398024,-1
48.525053,-1
48.652082,-1
48.779111,-1
48.90614,-1
49.033169,-1
49.160198,-1
49.287227,-1
49.414255,-1
49.541284,-1
49.668313,-1
49.795342,-1
49.922371,-1
50.0494,-1
50.176429,-1
50.303458,-1
50.430487,-1
50.557516,-1
50.684545,-1
50.811574,-1
50.938603,-1
51.065632,-1
51.192661,-1
51.319689,-1
51.446718,-1
51.573747,-1
51.700776,-1
51.827805,-1
51.954834,-1
52.081863,-1
52.208892,-1
52.335921,-1
52.46295,-1
52.589979,-1
52.717008,-1
52.844037,-1
52.971066,-1
53.098095,-1
53.225124,-1
53.352152,-1
53.479181,-1
53.60621,-1
53.733239,-1
53.860268,-1
53.987297,-1
54.114326,-1
54.241355,-1
54.368384,-1
54.495413,-1
58.560339,-1
58.687368,-1
58.814397,-1
58.941426,-1
59.068454,-1
59.195483,-1
59.322512,-1
59.449541,-1
59.57657,-1
59.703599,-1
59.830628,-1
59.957657,-1
60.084686,-1
60.211715,-1
60.338744,-1
60.465773,-1
60.592802,-1
60.719831,-1
60.84686,-1
60.973888,-1
61.100917,-1
61.227946,-1
61.354975,-1
61.482004,-1
61.609033,-1
61.736062,-1
61.863091,-1
61.99012,-1
62.117149,-1
62.244178,-1
62.371207,-1
62.498236,-1
62.625265,-1
62.752294,-1
62.879323,-1
63.006351,-1
63.13338,-1
63.260409,-1
63.387438,-1
63.514467,-1
63.641496,-1
63.768525,-1
63.895554,-1
64.022583,-1
64.149612,-1
64.276641,-1
64.40367,-1
64.530699,-1
64.657728,-1
64.784757,-1
64.911785,-1
65.038814,-1
65.165843,-1
65.292872,-1
65.419901,-1
65.54693,-1
65.673959,-1
65.800988,-1
65.928017,-1
66.055046,-1
66.182075,-1
66.309104,-1
66.436133,-1
66.563162,-1
66.690191,-1
66.817219,-1
66.944248,-1
67.071277,-1
67.198306,-1
67.325335,-1
67.452364,-1
67.579393,-1
67.706422,-1
67.833451,-1
67.96048,-1
68.087509,-1
68.214538,-1
68.341567,-1
68.468596,-1
68.595625,-1
68.722653,-1
68.849682,-1
68.976711,-1
69.10374,-1
69.230769,-1
69.357798,-1
69.484827,-1
69.611856,-1
69.738885,-1
69.865914,-1
69.992943,-1
70.119972,-1
70.247001,-1
70.37403,-1
70.501059,-1
70.628088,-1
70.755116,-1
70.882145,-1
71.009174,-1
71.136203,-1
71.263232,-1
71.390261,-1
71.51729,-1
71.644319,-1
71.771348,-1
71.898377,-1
72.025406,-1
72.152435,-1
72.279464,-1
72.406493,-1
72.533522,-1
72.66055,-1
72.787579,-1
72.914608,-1
73.041637,-1
73.168666,-1
73.295695,-1
73.422724,-1
73.549753,-1
73.676782,-1
73.803811,-1
73.93084,127.947622
74.057869,127.947622
74.184898,127.947622
74.311927,127.947622
74.438956,127.947622
74.565984,127.947622
74.693013,127.947622
74.820042,127.947622
74.947071,128.460716
75.0741,128.460716
75.201129,128.717263
75.328158,128.717263
75.455187,128.717263
75.582216,128.717263
75.709245,128.717263
75.836274,128.717263
75.963303,128.717263
76.090332,128.717263
76.217361,127.434527
76.34439,127.434527
76.471418,128.033137
76.598447,128.033137
76.725476,128.033137
76.852505,128.033137
76.979534,128.033137
77.106563,128.033137
77.233592,128.973811
77.360621,128.973811
77.48765,128.973811
77.614679,128.973811
77.741708,128.973811
77.868737,128.973811
77.995766,129.144842
78.122795,129.144842
78.249824,129.1876
78.376853,129.1876
78.503881,129.1876
78.63091,129.1876
78.757939,129.1876
78.884968,129.1876
79.011997,129.1876
79.139026,129.1876
79.266055,129.1876
79.393084,129.1876
79.520113,129.1876
79.647142,129.1876
79.774171,129.1876
79.9012,129.1876
80.028229,129.1876
80.155258,129.1876
80.282287,129.1876
80.409315,129.1876
80.536344,-1
80.663373,-1
80.790402,-1
80.917431,-1
81.04446,129.1876
81.171489,129.1876
81.298518,129.1876
81.425547,129.1876
81.552576,129.1876
81.679605,129.1876
81.806634,129.1876
81.933663,129.1876
82.060692,129.1876
82.187721,129.1876
82.314749,129.1876
82.441778,129.1876
82.568807,129.1876
82.695836,129.1876
82.822865,129.1876
82.949894,129.1876
83.076923,129.1876
83.203952,129.1876
83.330981,129.1876
83.45801,129.1876
83.585039,129.144842
83.712068,129.144842
83.839097,128.717263
83.966126,128.717263
84.093155,129.1876
84.220183,129.1876
84.347212,129.1876
84.474241,129.1876
84.60127,129.1876
84.728299,129.1876
84.855328,129.1876
84.982357,129.1876
85.109386,129.1876
85.236415,129.1876
85.363444,129.1876
85.490473,129.1876
85.617502,128.118653
85.744531,128.118653
85.87156,128.118653
85.998589,128.118653
86.125618,127.947622
86.252646,127.947622
86.379675,127.947622
86.506704,127.947622
86.633733,127.520043
86.760762,127.520043
86.887791,127.520043
87.01482,127.520043
87.141849,128.58899
87.268878,128.631748
87.395907,128.717263
87.522936,128.717263
87.649965,128.717263
87.776994,128.717263
87.904023,128.717263
88.031052,128.717263
88.15808,128.717263
88.285109,128.717263
88.412138,-1
88.539167,-1
88.666196,-1
88.793225,-1
88.920254,128.204169
89.047283,128.204169
89.174312,128.204169
89.301341,-1
89.42837,128.58899
89.555399,128.631748
89.682428,128.631748
89.809457,128.631748
89.936486,128.631748
90.063514,128.631748
90.190543,129.1876
90.317572,129.1876
90.444601,129.1876
90.57163,129.1876
90.698659,129.1876
