time_sec,value
0,4.941482
0.127029,4.941482
0.254058,4.941482
0.381087,4.941482
0.508116,4.811443
0.635145,4.811443
0.762174,4.811443
0.889203,4.811443
1.016231,4.811443
1.14326,4.811443
1.270289,4.811443
1.397318,4.811443
1.524347,-1
1.651376,-1
1.778405,-1
1.905434,-1
2.032463,-1
2.159492,-1
2.794637,-1
2.921665,-1
3.048694,-1
3.175723,-1
3.302752,-1
3.429781,-1
3.55681,-1
3.683839,-1
3.810868,-1
3.937897,-1
4.064926,-1
4.191955,-1
4.318984,-1
4.446013,-1
5.335215,6.436931
5.462244,6.436931
5.589273,6.436931
5.716302,6.436931
5.843331,6.436931
5.97036,6.436931
6.097389,6.436931
6.224418,6.436931
6.351447,6.436931
6.478476,6.436931
6.605505,6.436931
6.732534,6.436931
6.986591,-1
7.11362,-1
7.240649,-1
7.367678,-1
7.494707,7.607282
7.621736,7.607282
7.748765,7.607282
7.875794,7.607282
8.002823,7.607282
8.129852,7.607282
8.256881,7.607282
8.38391,7.607282
8.510939,7.607282
8.637968,7.607282
8.764996,-1
8.892025,-1
9.019054,8.712614
9.146083,8.712614
9.273112,8.712614
9.400141,8.712614
9.52717,8.712614
9.654199,8.712614
9.781228,8.712614
9.908257,8.712614
10.035286,-1
10.162315,-1
10.289344,-1
10.416373,-1
10.543402,-1
11.432604,-1
11.559633,-1
11.686662,-1
11.813691,-1
11.94072,-1
12.067749,-1
12.194778,-1
12.321807,-1
12.448836,-1
12.575865,-1
12.702893,-1
12.829922,-1
12.956951,-1
13.08398,-1
13.211009,-1
13.338038,-1
13.465067,-1
14.481299,-1
14.608327,-1
14.735356,-1
14.862385,-1
14.989414,-1
15.116443,-1
15.243472,-1
15.370501,-1
15.49753,-1
15.624559,-1
15.751588,14.954486
15.878617,14.954486
16.005646,14.954486
16.132675,14.954486
16.259704,14.954486
16.386733,14.954486
16.513761,14.954486
16.64079,14.954486
16.767819,14.954486
16.894848,14.954486
17.657022,17.945384
17.784051,17.945384
17.91108,17.945384
18.038109,17.945384
18.165138,17.945384
18.292167,17.945384
18.419195,17.945384
18.546224,17.945384
18.673253,17.945384
18.800282,17.945384
18.927311,17.945384
19.05434,17.945384
19.181369,17.945384
19.308398,17.945384
19.435427,17.945384
19.562456,17.945384
19.689485,17.945384
19.816514,17.945384
19.943543,17.945384
20.070572,17.945384
20.197601,17.945384
20.324629,17.945384
21.086803,-1
21.213832,-1
21.340861,-1
21.46789,-1
21.594919,-1
21.721948,-1
21.848977,-1
21.976006,-1
22.103035,-1
22.230064,-1
22.357092,-1
22.484121,-1
22.61115,-1
22.738179,-1
22.865208,-1
22.992237,-1
24.135498,18.140442
24.262526,18.140442
24.389555,18.140442
24.516584,18.140442
24.643613,18.140442
24.770642,18.140442
24.897671,18.140442
25.0247,18.140442
25.151729,17.230169
25.278758,17.230169
25.405787,17.230169
25.532816,17.230169
25.659845,17.230169
25.786874,-1
25.913903,15.344603
26.040932,15.344603
26.16796,15.344603
26.294989,15.344603
26.422018,15.344603
26.549047,15.344603
26.676076,15.344603
26.803105,15.279584
26.930134,14.629389
27.057163,14.564369
27.184192,14.49935
27.311221,14.43433
27.565279,13.263979
27.692308,13.263979
27.819337,13.263979
27.946366,13.263979
28.073394,13.263979
28.200423,13.263979
28.327452,13.263979
28.454481,13.003901
28.58151,13.003901
28.708539,13.003901
28.835568,13.003901
28.962597,13.003901
29.089626,13.003901
29.216655,-1
29.343684,12.223667
29.470713,12.223667
29.597742,12.223667
29.724771,12.223667
29.8518,12.223667
29.978829,12.223667
30.105857,12.223667
30.232886,12.223667
30.359915,12.223667
30.486944,12.223667
30.613973,11.83355
30.741002,11.83355
30.868031,11.963589
30.99506,11.963589
31.122089,11.963589
31.249118,11.963589
31.376147,11.963589
31.503176,11.963589
31.630205,11.963589
31.757234,11.963589
31.884263,8.712614
32.011291,8.712614
32.13832,8.712614
32.265349,8.712614
32.392378,8.712614
32.519407,8.582575
32.646436,8.517555
32.773465,6.046814
32.900494,6.046814
33.027523,6.046814
33.154552,6.046814
33.281581,6.046814
33.40861,6.046814
33.535639,6.046814
33.662668,6.046814
33.789697,6.046814
33.916725,5.26658
34.043754,5.006502
34.170783,5.006502
34.297812,5.006502
34.424841,5.006502
34.55187,5.006502
34.678899,5.006502
34.805928,5.006502
34.932957,5.006502
35.059986,5.006502
35.187015,5.006502
35.314044,5.006502
35.441073,5.006502
35.568102,5.656697
35.695131,5.786736
35.822159,5.786736
35.949188,5.786736
36.076217,5.786736
36.203246,5.786736
36.330275,5.786736
36.457304,5.786736
36.584333,5.786736
36.711362,5.786736
36.838391,5.786736
36.96542,5.786736
37.092449,5.721717
37.219478,5.006502
37.346507,5.006502
37.473536,5.006502
37.600565,5.006502
37.727594,5.006502
37.854622,5.006502
37.981651,5.006502
38.10868,5.006502
38.235709,5.006502
38.362738,-1
38.489767,-1
38.616796,-1
38.743825,-1
38.870854,-1
38.997883,2.990897
39.124912,2.990897
39.251941,2.990897
39.37897,2.990897
39.505999,2.990897
39.633028,2.990897
39.760056,2.990897
39.887085,2.990897
40.014114,2.6658
40.141143,2.6658
40.268172,2.6658
40.395201,2.60078
40.52223,-1
40.649259,-1
40.776288,-1
40.903317,-1
41.030346,-1
41.157375,-1
41.284404,-1
41.411433,-1
41.538462,-1
41.66549,-1
41.792519,-1
41.919548,-1
42.046577,-1
42.173606,0.260078
42.300635,0.260078
42.427664,0.260078
42.554693,0.260078
42.681722,0.260078
42.808751,0.260078
42.93578,0.260078
43.062809,0.260078
43.189838,0.260078
43.316867,0.260078
43.443896,0.260078
43.570924,0.260078
43.697953,-1
43.824982,-1
44.07904,1.560468
44.206069,1.560468
44.333098,1.560468
44.460127,1.560468
44.587156,1.560468
44.714185,1.560468
44.841214,1.560468
44.968243,1.495449
45.095272,1.495449
45.222301,1.495449
45.34933,1.495449
45.476359,1.495449
46.111503,2.6658
46.238532,2.6658
46.365561,2.6658
46.49259,2.6658
46.619619,2.6658
46.746648,2.6658
46.873677,2.6658
47.000706,2.6658
47.127735,2.6658
47.254764,2.6658
47.381793,2.6658
47.508821,2.6658
47.63585,2.6658
47.762879,2.6658
47.889908,2.405722
48.016937,2.405722
48.143966,1.885566
48.270995,1.885566
48.398024,1.885566
48.525053,1.885566
48.652082,1.885566
48.779111,1.885566
48.90614,1.885566
49.033169,1.885566
49.160198,1.885566
49.287227,1.885566
49.414255,1.885566
49.541284,1.885566
49.668313,1.885566
49.795342,1.885566
49.922371,1.885566
50.0494,1.885566
50.176429,2.60078
50.303458,2.6658
50.430487,2.6658
50.557516,2.6658
50.684545,2.6658
50.811574,2.6658
50.938603,2.6658
51.065632,2.6658
51.192661,2.6658
51.319689,2.6658
51.700776,-1
51.954834,-1
52.081863,-1
52.208892,-1
52.335921,-1
52.46295,-1
52.589979,-1
52.717008,-1
52.844037,-1
52.971066,-1
53.098095,-1
53.225124,-1
53.352152,-1
53.479181,-1
53.60621,-1
53.733239,-1
53.860268,-1
53.987297,-1
54.114326,-1
54.241355,5.851756
54.368384,5.851756
54.495413,5.851756
54.622442,5.851756
54.749471,5.851756
54.8765,5.851756
55.003529,7.282185
55.130558,7.282185
55.257586,7.282185
55.384615,7.282185
55.511644,7.282185
55.638673,7.282185
55.765702,7.282185
55.892731,7.282185
56.01976,6.892068
56.146789,6.892068
56.273818,6.892068
56.400847,6.892068
56.527876,6.892068
56.654905,6.892068
56.781934,6.892068
56.908963,6.892068
57.035992,6.892068
57.16302,6.892068
57.290049,6.111834
57.417078,6.111834
57.544107,6.111834
57.671136,6.111834
57.798165,5.721717
57.925194,5.721717
58.052223,5.721717
58.179252,5.721717
58.306281,5.721717
58.43331,5.721717
58.560339,5.721717
58.687368,5.721717
58.814397,5.721717
58.941426,5.721717
59.068454,4.226268
59.195483,4.226268
59.322512,4.226268
59.449541,4.226268
59.57657,4.226268
59.703599,3.381014
59.830628,3.381014
59.957657,2.6658
60.084686,2.6658
60.211715,2.275683
60.338744,2.275683
60.465773,2.275683
60.592802,2.275683
60.719831,2.275683
60.84686,-1
60.973888,-1
61.100917,-1
61.227946,-1
61.354975,-1
61.482004,-1
61.609033,-1
61.736062,-1
61.863091,-1
62.244178,-1
62.371207,-1
62.498236,-1
62.625265,5.526658
62.752294,5.526658
62.879323,5.526658
63.006351,5.526658
63.13338,5.526658
63.260409,5.526658
63.387438,5.526658
63.514467,5.526658
63.641496,5.006502
63.768525,5.006502
63.895554,5.006502
64.022583,5.006502
