time_sec,value
0,8.241402
0.127029,8.241402
0.254058,8.241402
0.381087,8.241402
0.508116,-1
0.635145,-1
0.762174,-1
0.889203,-1
1.016231,-1
1.14326,-1
1.270289,-1
1.397318,-1
1.524347,-1
1.651376,-1
1.778405,-1
1.905434,-1
2.032463,-1
2.159492,-1
2.286521,-1
2.41355,-1
2.540579,-1
2.667608,-1
2.794637,-1
2.921665,-1
3.048694,-1
3.429781,-1
3.55681,-1
3.683839,-1
3.810868,-1
3.937897,-1
4.064926,-1
4.191955,-1
4.318984,-1
4.446013,-1
4.573042,-1
4.700071,-1
4.8271,-1
4.954128,-1
5.081157,-1
5.208186,-1
5.335215,-1
5.462244,-1
5.589273,-1
5.716302,-1
5.843331,-1
5.97036,-1
6.097389,-1
6.224418,-1
6.351447,-1
6.478476,-1
6.605505,-1
6.732534,-1
6.859562,-1
6.986591,-1
7.11362,-1
7.240649,-1
7.367678,-1
7.494707,-1
7.621736,-1
7.748765,-1
7.875794,-1
8.002823,-1
8.129852,-1
8.256881,-1
8.38391,10.772226
8.510939,10.772226
8.637968,10.772226
8.764996,10.772226
8.892025,10.772226
9.019054,10.772226
9.146083,10.772226
9.273112,10.772226
9.400141,10.772226
9.52717,10.772226
9.654199,10.772226
9.781228,10.772226
9.908257,10.772226
10.035286,10.772226
10.162315,10.902012
10.289344,10.902012
10.416373,10.902012
10.543402,10.902012
10.67043,10.902012
10.797459,10.902012
10.924488,11.680727
11.051517,11.680727
11.178546,11.810513
11.305575,11.810513
11.432604,11.940299
11.559633,11.940299
11.686662,11.940299
11.813691,11.940299
11.94072,11.940299
12.067749,11.940299
12.194778,11.940299
12.321807,11.940299
12.448836,11.940299
12.575865,11.940299
12.702893,11.810513
12.829922,11.810513
12.956951,11.421155
13.08398,11.421155
13.211009,11.031798
13.338038,11.09669
13.465067,11.161583
13.592096,11.161583
13.719125,11.161583
13.846154,11.161583
13.973183,11.161583
14.100212,11.161583
14.227241,11.161583
14.35427,11.161583
14.481299,11.810513
14.608327,11.875406
14.735356,11.940299
14.862385,11.940299
14.989414,11.940299
15.116443,12.005191
15.243472,12.589228
15.370501,12.654121
15.49753,12.719014
15.624559,12.719014
15.751588,12.719014
15.878617,12.719014
16.005646,12.719014
16.132675,12.719014
16.259704,12.719014
16.386733,12.719014
16.513761,12.719014
16.64079,12.719014
16.767819,12.589228
16.894848,12.589228
17.021877,12.19987
17.148906,12.264763
17.275935,-1
17.402964,12.394549
17.529993,12.589228
17.657022,12.589228
17.784051,12.589228
17.91108,12.654121
18.038109,12.719014
18.165138,12.783907
18.292167,13.108371
18.419195,13.173264
18.546224,13.497729
18.673253,13.562622
18.800282,13.7573
18.927311,13.7573
19.05434,13.822193
19.181369,13.822193
19.308398,13.822193
19.435427,13.822193
19.562456,13.822193
19.689485,13.822193
19.816514,14.081765
19.943543,14.081765
20.070572,14.081765
20.197601,14.081765
20.324629,14.081765
20.451658,14.081765
20.578687,15.639195
20.705716,15.639195
20.832745,16.677482
20.959774,16.677482
21.086803,16.677482
21.213832,16.677482
21.340861,16.677482
21.46789,16.677482
21.594919,18.299805
21.721948,18.299805
21.848977,18.299805
21.976006,18.299805
22.103035,18.299805
22.230064,18.299805
22.357092,18.299805
22.484121,18.299805
22.61115,21.609345
22.738179,21.609345
22.865208,22.517846
22.992237,22.517846
23.119266,22.517846
23.246295,22.517846
23.373324,22.517846
23.500353,24.918884
23.627382,24.983777
23.754411,25.113563
23.88144,25.113563
24.008469,25.113563
24.135498,25.113563
24.262526,25.113563
24.389555,25.113563
24.516584,25.113563
24.643613,-1
24.770642,-1
24.897671,-1
25.0247,-1
25.151729,-1
25.278758,28.033744
25.405787,28.098637
25.532816,28.098637
25.659845,28.098637
25.786874,28.098637
25.913903,28.098637
26.040932,28.098637
26.16796,28.098637
26.294989,28.293316
26.422018,28.293316
26.549047,28.293316
26.676076,28.293316
26.803105,28.293316
26.930134,28.293316
27.057163,28.293316
27.184192,28.293316
27.311221,-1
27.43825,-1
28.073394,-1
28.200423,-1
28.327452,-1
28.454481,-1
28.58151,-1
28.708539,-1
28.835568,-1
28.962597,-1
29.089626,-1
29.216655,-1
29.343684,-1
29.470713,-1
29.597742,-1
29.724771,-1
29.8518,31.083712
29.978829,31.083712
30.105857,31.083712
30.232886,31.083712
30.359915,31.083712
30.486944,31.083712
30.613973,31.083712
30.741002,31.083712
30.868031,31.148605
30.99506,31.213498
31.122089,31.213498
31.249118,31.213498
31.376147,31.213498
31.503176,31.213498
31.630205,31.213498
31.757234,31.213498
31.884263,31.213498
32.011291,31.213498
32.13832,31.213498
32.265349,31.213498
36.330275,31.602855
36.457304,31.602855
36.584333,31.602855
36.711362,31.602855
36.838391,31.602855
36.96542,31.602855
37.092449,31.602855
37.219478,31.602855
37.346507,31.602855
37.473536,31.732641
37.600565,31.732641
37.727594,31.862427
37.854622,31.862427
37.981651,32.121999
38.10868,32.121999
38.235709,32.38157
38.362738,32.38157
38.489767,32.38157
38.616796,32.38157
38.743825,32.38157
38.870854,32.38157
38.997883,32.38157
39.124912,32.38157
39.251941,32.38157
39.37897,32.38157
39.505999,32.121999
39.633028,32.121999
39.760056,31.602855
39.887085,31.602855
40.014114,31.602855
40.141143,31.602855
40.268172,31.602855
40.395201,31.602855
40.52223,31.602855
40.649259,31.602855
40.776288,31.602855
40.903317,31.602855
41.030346,31.602855
41.157375,31.602855
41.284404,31.602855
41.411433,31.602855
41.538462,31.602855
41.66549,31.602855
41.792519,31.602855
41.919548,31.602855
42.046577,31.602855
42.173606,31.602855
42.300635,31.602855
42.427664,31.602855
42.554693,-1
42.681722,-1
42.808751,-1
42.93578,-1
43.062809,-1
43.189838,-1
43.316867,-1
43.443896,-1
43.570924,-1
43.697953,-1
44.841214,-1
44.968243,-1
45.095272,-1
45.222301,-1
45.34933,-1
45.476359,-1
45.603387,-1
45.730416,-1
45.857445,28.293316
45.984474,28.293316
46.111503,28.293316
46.238532,28.293316
46.365561,28.293316
46.49259,28.293316
46.619619,28.293316
46.746648,28.293316
46.873677,-1
47.000706,-1
47.127735,-1
47.254764,-1
47.381793,28.293316
47.508821,28.293316
47.63585,28.293316
47.762879,28.293316
47.889908,28.293316
48.016937,28.293316
48.143966,28.293316
48.270995,28.293316
48.398024,28.293316
48.525053,28.293316
48.652082,28.293316
48.779111,28.293316
48.90614,28.293316
49.033169,28.293316
49.160198,28.293316
49.287227,28.293316
49.414255,28.293316
49.541284,28.293316
49.668313,-1
49.795342,-1
49.922371,-1
50.0494,-1
50.176429,-1
50.303458,28.293316
50.430487,28.293316
50.557516,28.293316
50.684545,28.293316
50.811574,28.293316
50.938603,28.293316
51.065632,28.293316
51.192661,28.293316
51.319689,28.293316
51.446718,28.293316
51.573747,28.293316
51.700776,28.293316
51.827805,28.293316
51.954834,28.293316
52.081863,28.293316
52.208892,28.293316
52.335921,28.293316
52.46295,28.293316
52.589979,-1
52.717008,-1
52.844037,-1
52.971066,-1
53.098095,-1
53.479181,28.293316
53.60621,28.293316
53.733239,28.293316
53.860268,28.293316
53.987297,28.293316
54.114326,28.293316
54.241355,28.293316
54.368384,28.293316
54.495413,28.293316
54.622442,28.293316
54.749471,28.293316
54.8765,28.293316
55.003529,28.293316
55.130558,28.293316
55.257586,28.293316
55.384615,28.293316
55.511644,28.293316
55.638673,28.293316
55.765702,28.293316
55.892731,28.293316
56.01976,28.293316
56.146789,28.293316
56.273818,28.293316
56.400847,28.293316
56.527876,28.293316
56.654905,28.293316
56.781934,28.293316
56.908963,28.293316
57.035992,27.774173
57.16302,27.774173
57.290049,27.514601
57.417078,27.514601
57.544107,27.255029
57.671136,27.255029
57.798165,27.255029
57.925194,27.255029
58.052223,27.255029
58.179252,27.255029
58.306281,27.255029
58.43331,27.255029
58.560339,27.125243
58.687368,27.125243
58.814397,26.865672
58.941426,26.865672
59.068454,26.6061
59.195483,26.6061
59.322512,-1
59.449541,-1
59.57657,-1
59.703599,-1
59.830628,-1
59.957657,-1
60.084686,26.086957
60.211715,26.086957
60.338744,26.086957
60.465773,26.086957
60.592802,26.086957
60.719831,26.086957
60.84686,26.086957
60.973888,26.086957
61.100917,26.086957
61.227946,26.086957
61.354975,25.308241
61.482004,25.308241
61.609033,25.308241
61.736062,25.308241
61.863091,25.308241
61.99012,25.308241
62.117149,25.308241
62.244178,25.308241
62.371207,24.659312
62.498236,24.659312
62.625265,24.529526
62.752294,24.529526
62.879323,24.269955
63.006351,24.269955
63.13338,24.140169
63.260409,24.140169
63.387438,24.140169
63.514467,24.140169
63.641496,24.140169
63.768525,24.140169
63.895554,24.140169
64.022583,24.140169
64.149612,24.140169
64.276641,24.140169
64.40367,23.491239
64.530699,23.491239
64.657728,23.491239
64.784757,23.491239
64.911785,23.361454
65.038814,23.361454
65.165843,23.361454
65.292872,23.361454
65.419901,23.361454
65.54693,23.361454
65.673959,23.361454
65.800988,23.361454
65.928017,23.361454
66.055046,23.361454
66.182075,23.361454
66.309104,23.361454
66.436133,23.361454
66.563162,23.361454
66.690191,23.361454
66.817219,23.361454
66.944248,22.972096
67.071277,22.972096
67.198306,22.712524
67.325335,22.712524
67.452364,21.674238
67.579393,21.674238
67.706422,21.544452
67.833451,21.544452
67.96048,21.414666
68.087509,21.414666
68.214538,21.025308
68.341567,21.025308
68.468596,21.025308
68.595625,21.025308
68.722653,21.155094
68.849682,21.155094
68.976711,21.155094
69.10374,21.155094
