time_sec,value
0,142.699091
0.127029,142.699091
0.254058,142.699091
0.381087,142.699091
0.508116,142.699091
0.635145,142.613576
0.762174,142.613576
0.889203,141.330839
1.016231,141.330839
1.14326,141.330839
1.270289,141.330839
1.397318,141.330839
1.524347,141.330839
1.651376,139.449492
1.778405,139.449492
1.905434,138.08124
2.032463,138.08124
2.159492,137.653661
2.286521,137.653661
2.41355,137.48263
2.540579,137.48263
3.048694,136.370925
3.175723,136.370925
3.302752,137.26884
3.429781,138.166756
3.55681,138.166756
3.683839,139.021913
3.810868,139.021913
3.937897,139.192945
4.064926,139.192945
4.191955,139.192945
4.318984,139.192945
4.446013,141.416355
4.573042,141.416355
4.700071,142.827365
4.8271,142.870123
4.954128,142.870123
5.081157,144.794228
5.208186,144.794228
5.335215,144.794228
5.462244,144.794228
5.589273,144.794228
5.716302,144.794228
5.843331,144.794228
5.97036,144.794228
6.097389,-1
6.224418,-1
6.351447,-1
6.478476,-1
6.605505,148.129343
6.732534,148.1721
6.859562,148.38589
6.986591,149.027258
7.11362,149.027258
7.240649,149.027258
7.367678,149.027258
7.494707,149.027258
7.621736,149.027258
7.748765,149.027258
7.875794,149.027258
8.002823,149.027258
8.129852,149.027258
8.256881,149.027258
8.38391,149.027258
8.510939,149.027258
8.637968,148.9845
8.764996,148.428648
8.892025,147.231427
9.019054,147.231427
9.146083,147.231427
9.273112,147.231427
9.908257,144.665954
10.035286,144.665954
10.162315,144.665954
10.289344,144.665954
10.416373,144.665954
10.543402,144.665954
10.67043,144.665954
10.797459,144.665954
10.924488,144.323891
11.051517,144.323891
11.178546,144.238375
11.305575,144.238375
11.432604,144.067344
11.559633,144.067344
11.686662,-1
11.813691,-1
11.94072,-1
12.067749,-1
12.194778,-1
12.321807,-1
12.702893,-1
12.829922,-1
12.956951,-1
13.08398,-1
13.211009,-1
13.338038,-1
13.465067,143.981828
13.592096,143.981828
13.719125,143.981828
13.846154,143.981828
13.973183,144.494923
14.100212,144.494923
14.227241,144.580438
14.35427,144.580438
14.481299,144.794228
14.608327,144.794228
14.735356,146.461785
14.862385,146.461785
14.989414,146.632817
15.116443,146.632817
15.243472,148.685195
15.370501,148.770711
15.49753,148.770711
15.624559,148.856227
15.751588,148.856227
